p 8_9,p 9_10,p 10_11,p 11_12,p 8_12,ef 8_9,ef 9_10,ef 10_11,ef 11_12,ef 8_12,comparison
0.20030444040846937,0.021315575780003617,0.0718250856460401,0.10665699759379635,0.13112709601490116,0.030437616677948396,0.030437616677948396,0.030437616677948396,-1.0367773378826337,-1.0367773378826337,Depr_health
0.5535907325956839,5.4885690505098134e-21,1.7128869843343115e-08,0.08971830009647144,0.128269641631358,0.7292430677596768,0.7292430677596768,0.7292430677596768,0.8468409081549851,0.8468409081549851,LF_health
0.5535907325956839,5.4885690505098134e-21,1.7128869843343115e-08,0.08971830009647144,0.128269641631358,0.7292430677596768,0.7292430677596768,0.7292430677596768,0.8468409081549851,0.8468409081549851,HF_health
0.44590017653235203,5.186613121742573e-21,1.646800316138292e-08,0.8222313753222876,0.9750498866047453,0.7292922825536511,0.7292922825536511,0.7292922825536511,0.8460908174923633,0.8460908174923633,depr_LF
0.44590017653235203,5.186613121742573e-21,1.646800316138292e-08,0.8222313753222876,0.9750498866047453,0.7292922825536511,0.7292922825536511,0.7292922825536511,0.8460908174923633,0.8460908174923633,depr_HF
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,HF_LF
