ROI1,ROI2,meanDEP,meanHEALTH,meanHF,meanLF,stdDEP,stdHEALTH,stdHF,stdLF,p HD,p H_LF,p H_HF,p D_LF,p D_HF,p_HF_LF,EF HD,EF H_LF,EF H_HF,EF D_LF,EF D_HF,EF_HF_LF
rPFCDL,rV2,0.0022332395530596165,0.0019408655575354375,0.0022332410339480266,0.002229867010153929,0.00181328000885834,0.0016123605898417151,0.0018132810080860222,0.001847167421087654,0.007229172004733476,0.008594309516443707,0.007228896517591735,0.9767865405803061,0.9999897097983292,0.9767763566783451,0.1702340785802148,0.16652537123970657,0.17023488843591053,0.0018407718567262639,-8.158730950092984e-07,-0.0018415796442623326
rPFCDL,lPCI,0.0022236992094323165,0.001965863130053446,0.002223708772610944,0.0022258642022294187,0.0019634517216252996,0.0017247700412194448,0.001963458463437793,0.001953233085685837,0.02776175511152782,0.026042062680352775,0.027756288145098187,0.9860712930295132,0.9999386311704883,0.9861328364476886,0.13938448044826482,0.14096850093126354,0.13938938008764598,-0.0011044132811838536,-4.865713862662338e-06,0.0010995329833359655
rPFCDL,lPFCORB,0.0026511931914164543,0.002194755194758651,0.002651206033989213,0.0026247850290022036,0.002399394929636084,0.0020986515046118623,0.0023994025799510743,0.0023451358447552696,0.0014246497526506528,0.002330177868138222,0.0014242379524975791,0.8604667276459458,0.9999325602191272,0.8603997939822476,0.20229472350428687,0.19305165694899865,0.2023000499267576,0.01112017912342635,-5.347057771282165e-06,-0.011125568843646945
rPFCDL,lTCI,0.00208244050964661,0.0018304902697887844,0.0020824416044484067,0.002074608660976784,0.0021541165425813993,0.0018271377658862975,0.002154117674752015,0.002181789270772694,0.04658725094911324,0.055622824911625526,0.04658636720997121,0.9545078687643608,0.9999935962740678,0.9545015281894017,0.12601734459268105,0.1211922379683107,0.12601785365728194,0.0036088669339182145,-5.077284064003241e-07,-0.0036093704753375417
rPFCDL,lV2,0.00282843357862406,0.002493663137434736,0.002828447252514059,0.002790865639476604,0.0026419279038550143,0.0023977566987519235,0.00264193896491551,0.002619209665614077,0.036329875312516864,0.061828936585204004,0.036322691693200716,0.8215749516716898,0.9999347866131805,0.8215114752018084,0.13256530784502393,0.11824529190501952,0.13257041820325122,0.014266877463639242,-5.170534990553323e-06,-0.014272040153396172
rPFCDM,lPFCDL,0.0019735306461418113,0.0018867303656496352,0.0021246107635082665,0.001973530740894983,0.0017794329598908216,0.0016966550544632486,0.0018258598682170811,0.001779432994605632,0.43051639292204125,0.4305158945577028,0.03325378501569919,0.9999993290677506,0.18589927964760222,0.18589955954913595,0.04987725279924635,0.04987730673671172,0.13483701423406672,-5.319580591285129e-08,-0.08371938494009379,-0.08371933163805811
rPFCM,lPFCDL,0.0022730448943837187,0.0022013955163813596,0.0025561113553629823,0.00227304692823256,0.002075896263704015,0.001983245158504856,0.0023022535599553163,0.0020758981981653726,0.5773235522612524,0.5773129327637152,0.009253479678993475,0.999987655333317,0.04163512109306148,0.04163666952575796,0.0352582217881956,0.03525920545475667,0.164920464606868,-9.787642396024349e-07,-0.1290070339141559,-0.12900605308167784
rPFCORB,rTCC,0.0018278468264616063,0.00159587018691958,0.0018278468268005503,0.0018278481887444836,0.0016632515476592998,0.0015324280333037317,0.0016632515482337467,0.0016632521138829888,0.022153476322272544,0.02215272000287156,0.022153476152839323,0.9999896800918245,0.9999999974323461,0.9999896826594797,0.14491477987031112,0.144915604199221,0.14491478005497738,-8.182284169705957e-07,-2.0358004207267032e-10,8.180248368218773e-07
rPFCORB,rV1,0.0019490084416651332,0.0017278806267628653,0.0019490084420668828,0.001949009125352069,0.0017465424331004624,0.0016160041467891603,0.0017465424331684905,0.0017465427100615983,0.038155724099190505,0.03815514551111226,0.03815572375357382,0.9999950677548929,0.9999999971017032,0.9999950706531895,0.13129352771140715,0.13129392242995064,0.1312935279471888,-3.9105998206575024e-07,-2.2979553135626784e-10,3.9083018654499815e-07
rPFCORB,lPFCDL,0.002636850209129846,0.0022177326353016768,0.002754375811441423,0.0026368516581694915,0.0021176581642959776,0.001883592729323161,0.0022976297479395153,0.0021176591620053857,0.0009890733588189678,0.0009890365432584048,5.880732158227449e-05,0.9999913783407597,0.4010022989221802,0.4010082053791868,0.20892650492325862,0.2089271723017419,0.2551871052119621,-6.835803644612149e-07,-0.05313837160409359,-0.05313770493221246
rTCC,lPFCDL,0.001764608848661177,0.0015867527051594058,0.0019621165154304187,0.0017646096251795434,0.001655616450240427,0.0014440420333957434,0.0021335138224970623,0.0016556173902650723,0.07083450226909037,0.07083336422921396,0.0011732292328855806,0.9999940903954366,0.10262904388812011,0.10263046669076455,0.1143775890221006,0.11437805151073195,0.20584590090846225,-4.685512995371821e-07,-0.10332673263676564,-0.1033263043489227
rTCI,lPFCDL,0.002049959618319085,0.0018364294771281973,0.0024722043248518776,0.002049959781282519,0.0018969861582726279,0.001741131556293633,0.0022863301252867333,0.0018969862822476946,0.06425445285336276,0.06425425925215278,9.069034089736312e-07,0.9999989175881537,0.0015445687048169826,0.0015445756069929096,0.11716005342032468,0.11716013867951972,0.3125532113289413,-8.582054378881461e-08,-0.20080102147539833,-0.2008009386264954
rV1,lPFCDL,0.0022488493687856464,0.002027560309714005,0.00220303522054778,0.002248849602702791,0.0018066373938721925,0.0017108143626014902,0.0018317032334338125,0.001806637509865492,0.047226893710504814,0.04722666793468112,0.11815250621273526,0.9999983686107713,0.690871838893323,0.6908703514123424,0.12565100479035177,0.12565113335850023,0.09891121905312482,-1.2934698674959187e-07,0.02515829589873014,0.025158423555046914
rV2,lPFCDL,0.0025401423940735997,0.0022534325673320933,0.0025209707705978416,0.002540144173648479,0.00203661156618894,0.0019976079648538632,0.002304147849774635,0.002036612586750908,0.024982571306359128,0.02498171060523544,0.05030048075850494,0.9999889903250463,0.8892705790623525,0.8892603913142624,0.141990085375704,0.14199093042757258,0.12394684039945132,-8.729175449591405e-07,0.008807753037531367,0.008808568666935015
lFEF,lPFCDL,0.002685978630486325,0.0023460568080893693,0.0025726292647176695,0.002685978798668509,0.0024150601321819027,0.0022867016167075027,0.002240388644190819,0.0024150602414639167,0.022634948271517,0.02263488470496265,0.11419602620110746,0.9999991225576853,0.44229482531003683,0.442294159497037,0.14439492045840513,0.14439498845508603,0.09999090557423218,-6.956924653423573e-08,0.0486124307418496,0.048612501688289886
